Organization Name,Organization Name URL,Categories,Headquarters Location,Headquarters Regions,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Funding Status,Top 5 Investors,Number of Investors
OneLogin,https://www.crunchbase.com/organization/onelogin,"Big Data, Cloud Security, Enterprise Software, Identity Management, Information Technology, SaaS, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2009-01-01,year,,,2019-01-10,100000000,USD,100000000,Series D,100000000,USD,100000000,Late Stage Venture,"CRV, Greenspring Associates, Jim Patterson, Scale Venture Partners, Social Capital",8
Auth0,https://www.crunchbase.com/organization/auth0,"Developer APIs, Enterprise Software, Identity Management, Information Technology, Internet, Software","Bellevue, Washington, United States","Greater Seattle Area, West Coast, Western US",2013-02-01,day,,,2019-05-20,103000000,USD,103000000,Series E,103000000,USD,103000000,Late Stage Venture,"Bessemer Venture Partners, NTT DoCoMo, Sapphire Ventures, Silicon Valley Bank, Trinity Ventures",13
Dashlane,https://www.crunchbase.com/organization/dashlane,"Cloud Computing, Identity Management, Payments, Privacy, Security, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2009-07-06,day,,,2019-05-30,110000000,USD,110000000,Series D,110000000,USD,110000000,Late Stage Venture,"Bessemer Venture Partners, Hercules Capital, Inc., Sequoia Capital, Silicon Valley Bank, TransUnion",9
Onfido,https://www.crunchbase.com/organization/onfido,"Artificial Intelligence, Identity Management, Information Technology, Security, Software","London, England, United Kingdom",European Union (EU),2012-07-01,month,,,2019-04-03,50000000,USD,50000000,Series C,50000000,USD,50000000,Late Stage Venture,"Augmentum Fintech, Idinvest Partners, Plug and Play, Salesforce Ventures, SoftBank",35
ForgeRock,https://www.crunchbase.com/organization/forgerock,"Cyber Security, Enterprise Software, Identity Management, Information Technology, Internet of Things, Privacy","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2010-02-01,day,,,2017-09-05,88000000,USD,88000000,Series D,88000000,USD,88000000,Late Stage Venture,"Accel, Foundation Capital, Kohlberg Kravis Roberts, Meritech Capital Partners",4
Trulioo,https://www.crunchbase.com/organization/trulioo,"Big Data, Compliance, Finance, Financial Services, FinTech, Identity Management, SaaS, Security","Vancouver, British Columbia, Canada",,2011-01-01,year,,,2018-07-31,10000000,CAD,7680998,Series B,10000000,CAD,7680998,Early Stage Venture,"American Express Ventures, BDC Venture Capital, Blumberg Capital, Tenfore Holdings, UST Global",6
Proxy,https://www.crunchbase.com/organization/martians,"Augmented Reality, Blockchain, Consumer, Identity Management, Information Technology, Mobile, Mobile Apps, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2016-01-01,year,,,2019-03-27,13600000,USD,13600000,Series A,13600000,USD,13600000,Early Stage Venture,"Blackbird Ventures (Australia), Coatue Management, Justin Mateen, Kleiner Perkins, Y Combinator",9
Drawbridge,https://www.crunchbase.com/organization/drawbridge,"Analytics, Artificial Intelligence, Big Data, Digital Marketing, Identity Management, Machine Learning, Mobile, Personalization, SaaS","San Mateo, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2011-01-01,year,2019-05-28,day,2018-08-20,15000000,USD,15000000,Venture - Series Unknown,15000000,USD,15000000,M&A,"Ericsson Ventures, Kleiner Perkins, Mitsui & Co, Northgate Capital, Sequoia Capital",5
Signicat,https://www.crunchbase.com/organization/signicat,"Cloud Security, Document Management, E-Signature, FinTech, Identity Management, Security","Trondheim, Sor-Trondelag, Norway","Nordic Countries, Scandinavia",2006-02-17,day,2019-04-11,day,2018-01-25,1600000,EUR,1982622,Grant,1358462,EUR,1433496,M&A,"EASME - EU Executive Agency for SMEs, Horizon 2020, SIH - Secure Identity Holding, Viking Venture Management",4
Berbix,https://www.crunchbase.com/organization/berbix,"Developer APIs, Fraud Detection, Identity Management, Internet, SaaS","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2018-01-01,month,,,2019-07-17,2500000,USD,2500000,Seed,2500000,USD,2500000,Seed,"Dream Machine, Fika Ventures, Initialized Capital, Liquid 2 Ventures, Y Combinator",5
Payfone,https://www.crunchbase.com/organization/payfone,"Call Center, Identity Management, Mobile, Software, Wireless","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2008-01-01,year,,,2019-04-17,24000000,USD,24000000,Series G,24000000,USD,24000000,Late Stage Venture,"American Express Ventures, Relay Ventures, RRE Ventures, TransUnion, Verizon Ventures",18
Socure,https://www.crunchbase.com/organization/socure,"FinTech, Identity Management, Machine Learning, Security, Social Media","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2012-09-01,day,,,2019-02-28,30000000,USD,30000000,Series C,30000000,USD,30000000,Late Stage Venture,"Flint Capital, Founder Collective, Santander InnoVentures, Scale Venture Partners, Two Sigma Ventures",17
Tickled Media,https://www.crunchbase.com/organization/tickled-media-pte-ltd,"Advertising, Brand Marketing, Communities, Content, Identity Management, Publishing","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2009-01-01,year,,,2019-07-12,,,,Series C,,,,Late Stage Venture,"ATM Capital, Fosun RZ Capital, JD.com, Redbadge Pacific, Vertex Ventures",11
IdentityMind,https://www.crunchbase.com/organization/identitymind-global,"Analytics, Artificial Intelligence, Compliance, FinTech, Fraud Detection, Identity Management, Machine Learning, Risk Management, SaaS","Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2013-01-01,year,,,2017-11-14,10000000,USD,10000000,Series C,10000000,USD,10000000,Late Stage Venture,"Benhamou Global Ventures, Fortress Investment Group, FortRoss Ventures, Medici Ventures, Overstock",16
SecureAuth,https://www.crunchbase.com/organization/secureauth,"Enterprise Software, Identity Management, Information Technology, SaaS, Security","Irvine, California, United States","Greater Los Angeles Area, West Coast, Western US",2006-01-01,year,,,2017-09-20,200000000,USD,200000000,Private Equity,200000000,USD,200000000,Private Equity,"Allen Miner, K1 Investment Management, Toba Capital",3
Olive,https://www.crunchbase.com/organization/crosschx,"Business Information Systems, Health Care, Identity Management, Software","Columbus, Ohio, United States","Great Lakes, Midwestern US",2012-06-05,day,,,2018-07-30,32800000,USD,32800000,Series D,32800000,USD,32800000,Late Stage Venture,"Drive Capital, Khosla Ventures, Moonshots Capital, Oak HC/FT, Silicon Valley Bank",8
Pico,https://www.crunchbase.com/organization/try-pico,"CRM, Digital Media, Identity Management, Journalism, Marketing, Mobile Payments, Payments","Brooklyn, New York, United States","Greater New York Area, East Coast, Northeastern US",2016-05-06,day,,,2019-05-29,4500000,USD,4500000,Seed,4500000,USD,4500000,Seed,"Axel Springer Digital Ventures, Bloomberg Beta, Precursor Ventures, Stripe, Village Global",5
Evident,https://www.crunchbase.com/organization/evident-id,"Cyber Security, Identity Management, Internet, Security, Software","Atlanta, Georgia, United States","Greater Atlanta Area, East Coast, Southern US",2016-01-15,day,,,2019-05-09,20000000,USD,20000000,Series B,20000000,USD,20000000,Early Stage Venture,"Aspect Ventures, Blue Cloud Ventures, Lane Bess, New Enterprise Associates, Tom Noonan",6
Liveoak Technologies,https://www.crunchbase.com/organization/liveoak-technologies,"Banking, Collaboration, Digital Signage, Financial Services, Identity Management, Insurance, Real Time, Retirement, Wealth Management","Austin, Texas, United States",Southern US,2014-08-01,day,,,2019-06-04,8000000,USD,8000000,Series A,8000000,USD,8000000,Early Stage Venture,"Prudential Financial, Right Side Capital Management, S3 Ventures, Techstars, Techstars Ventures",16
Hireology,https://www.crunchbase.com/organization/hireology,"Human Resources, Identity Management, Recruiting, SaaS, Software","Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",2010-07-01,day,,,2019-04-15,27000000,USD,27000000,Series D,27000000,USD,27000000,Late Stage Venture,"Bain Capital Ventures, Baird Capital, Blue Cloud Ventures, Lightbank, Silicon Valley Bank",6
Heliocor,https://www.crunchbase.com/organization/heliocor,"Apps, Artificial Intelligence, Blockchain, Cyber Security, Fraud Detection, Identity Management, Information Technology, Internet, Machine Learning, Software","London, England, United Kingdom",European Union (EU),2014-08-30,day,,,2019-03-07,2500000,USD,2500000,Series A,2500000,USD,2500000,Early Stage Venture,,
HYPR,https://www.crunchbase.com/organization/hyprcorp,"Cyber Security, Identity Management, Mobile, Security","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2014-04-01,day,,,2017-10-03,10000000,USD,10000000,Series A,10000000,USD,10000000,Early Stage Venture,"Boldstart Ventures, MasterCard, RRE Ventures, RTP Ventures, Samsung NEXT",6
Omada,https://www.crunchbase.com/organization/omada,"Identity Management, Information Technology, Project Management, Risk Management","Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",1999-01-01,year,,,2018-10-30,,,,Corporate Round,,,,,"Altria, Bayerische Motoren Werke, CVC Capital Partners, Maersk, Rock Health",9
Civic,https://www.crunchbase.com/organization/civic,"Blockchain, Financial Services, Identity Management","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2015-01-01,year,,,2017-09-21,,,,Seed,,,,Seed,"Blockchain Capital, Founder Collective, Genesis One Capital, Pantera Capital, Plug and Play",18
Blaize,https://www.crunchbase.com/organization/blaize,"Content Delivery Network, Digital Media, E-Commerce, Identity Management, Publishing, SaaS, Software","London, England, United Kingdom",European Union (EU),2017-01-01,year,,,2019-07-03,2500000,GBP,3145674,Seed,2500000,GBP,3145674,Seed,Nauta Capital,1
Identiq,https://www.crunchbase.com/organization/identiq,"FinTech, Fraud Detection, Identity Management, Payments, Privacy","Tel Aviv, Tel Aviv, Israel",,2018-09-01,month,,,2019-05-28,5000000,USD,5000000,Seed,5000000,USD,5000000,Seed,"Entrée Capital, Oryzn Capital, Slow Ventures, Vertex Ventures Israel",4
Element,https://www.crunchbase.com/organization/element-inc,"Artificial Intelligence, Biometrics, Identity Management, Information Technology, Mobile, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2012-01-01,year,,,2018-04-11,12000000,USD,12000000,Series A,12000000,USD,12000000,Early Stage Venture,"BoxGroup, GDP Venture, MDI Ventures, Scott Belsky, SMDV",11
TypingDNA,https://www.crunchbase.com/organization/typingdna,"Artificial Intelligence, Biometrics, Cyber Security, Developer APIs, FinTech, Fraud Detection, Identity Management, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2016-10-01,month,,,2019-01-31,1500000,USD,1500000,Seed,1500000,USD,1500000,Seed,"Gapminder VC, Olivier Pomel, Right Side Capital Management, Techstars, Techstars New York City Accelerator",13
LoginRadius,https://www.crunchbase.com/organization/loginradius,"Big Data, Data Integration, Identity Management, Information Technology, Internet, SaaS, Software","Vancouver, British Columbia, Canada",,2012-01-01,year,,,2018-07-25,17000000,USD,17000000,Series A,17000000,USD,17000000,Early Stage Venture,"Accelerate Fund, BDC Venture Capital, FounderFuel, M12, Real Ventures",11
Argent,https://www.crunchbase.com/organization/argent,"Blockchain, Cryptocurrency, Identity Management, Mobile Apps","London, England, United Kingdom",European Union (EU),2017-01-01,year,,,2018-11-20,4000000,USD,4000000,Seed,4000000,USD,4000000,Seed,"Creandum, Firstminute Capital, Hummingbird Ventures, Index Ventures, KR1",7
APPII,https://www.crunchbase.com/organization/appii,"Blockchain, Employment, Ethereum, FinTech, Identity Management, Information Technology, Marketing, Recruiting, Staffing Agency","London, England, United Kingdom",European Union (EU),2016-03-15,day,,,2019-07-01,,,,Seed,,,,Seed,,
Verato,https://www.crunchbase.com/organization/verato,"Big Data, Cloud Data Services, Data Integration, Health Care, Identity Management, Information Services, Information Technology, SaaS","Mclean, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",2012-02-01,month,,,2019-01-07,10000000,USD,10000000,Series C,10000000,USD,10000000,Late Stage Venture,"Bessemer Venture Partners, Blue Heron Capital, California HealthCare Foundation, Columbia Capital",4
Authenteq,https://www.crunchbase.com/organization/authenteq,"Blockchain, Compliance, FinTech, Fraud Detection, Identity Management, Information Technology, Marketplace, Privacy","Reykjavík, Gullbringusysla, Iceland","Nordic Countries, Scandinavia",2015-06-01,day,,,2019-01-14,5000000,USD,5000000,Series A,5000000,USD,5000000,Early Stage Venture,"Cavalry Ventures, Draper Associates, EASME - EU Executive Agency for SMEs, Initial Capital, Startupbootcamp",8
PlainID,https://www.crunchbase.com/organization/plainid,"Business Intelligence, Compliance, Cyber Security, Identity Management, Information Technology","Tel Aviv, Tel Aviv, Israel",,2015-01-01,year,,,2018-07-02,11000000,USD,11000000,Series A,11000000,USD,11000000,Early Stage Venture,"Capri Ventures, iAngels, Springtide Ventures, Viola Ventures",4
Enjin,https://www.crunchbase.com/organization/enjin,"Content, Cryptocurrency, FinTech, Identity Management, Video Games","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2009-03-01,day,,,2017-08-28,23000000,USD,23000000,Initial Coin Offering,23000000,USD,23000000,,,
ShoCard,https://www.crunchbase.com/organization/shocard-inc,"Identity Management, Mobile","Cupertino, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2015-02-03,day,,,2017-08-22,4000000,USD,4000000,Series A,4000000,USD,4000000,Early Stage Venture,"AME Cloud Ventures, Correlation Ventures, Digital Currency Group, Morado Ventures, Storm Ventures",8
globaliD,https://www.crunchbase.com/organization/global-id,"Blockchain, Consumer Lending, Identity Management, Mobile Apps, Security","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2016-01-01,year,,,2018-07-09,6000000,USD,6000000,Series A,6000000,USD,6000000,Early Stage Venture,"500 Startups, Arbor Ventures, Camp One Ventures, Hard Yaka, Monex Ventures",6
WISeKey,https://www.crunchbase.com/organization/wisekey,"Cyber Security, Identity Management, Network Security, SaaS, Security","Geneva, Geneve, Switzerland",,1999-01-01,year,2016-04-08,day,2018-10-01,3500000,USD,3500000,Post-IPO Debt,50000000,CHF,53220647,IPO,"32 Ventures, Global Equity Partners Beteiligungs-Management, GVA Capital, Saudi Crown Holding, The Global Emerging Markets Group",6
Airside Mobile,https://www.crunchbase.com/organization/airside-mobile,"Aerospace, Identity Management, Mobile, Transportation, Travel","Arlington, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",2009-05-01,day,,,2017-10-03,6000000,USD,6000000,Series A,6000000,USD,6000000,Early Stage Venture,"8VC, Bain Capital Ventures, Grotech Ventures, SaaS Ventures, Thomson Reuters",7
ReachFive,https://www.crunchbase.com/organization/reachfive,"Identity Management, Software","Paris, Ile-de-France, France",European Union (EU),2013-10-01,day,,,2019-04-11,10000000,USD,10000000,Series A,10000000,USD,10000000,Early Stage Venture,"CapHorn Invest, Dawn Capital, Ventech",3
Myki,https://www.crunchbase.com/organization/ki,"Enterprise, Identity Management, Mobile, Security","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2015-10-18,day,,,2018-09-05,4000000,USD,4000000,Series A,4000000,USD,4000000,Early Stage Venture,"B&Y Venture Partners, BECO Capital, Leap Ventures",3
Trustify,https://www.crunchbase.com/organization/trustify,"Apps, Business Intelligence, Fraud Detection, Identity Management, Law Enforcement, Marketplace, Privacy, Security","Arlington, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",2015-04-01,day,,,2018-08-23,2986077,USD,2986077,Venture - Series Unknown,2986077,USD,2986077,,"500 Startups, Carthona Capital, Lowercase Capital, Plum Alley, SeedInvest",10
MYPINPAD,https://www.crunchbase.com/organization/mypinpad,"Identity Management, Information Technology, Security","London, England, United Kingdom",European Union (EU),2012-08-01,day,,,2018-10-23,20000000,USD,20000000,Series B,20000000,USD,20000000,Early Stage Venture,"Asia Principal Capital, Level39, Raven Ventures Australia",3
Trust Stamp,https://www.crunchbase.com/organization/trust-stamp,"Biometrics, FinTech, Fraud Detection, Identity Management, Personal Finance, Transaction Processing","Atlanta, Georgia, United States","Greater Atlanta Area, East Coast, Southern US",2015-11-07,day,,,2018-09-25,3000000,USD,3000000,Seed,3000000,USD,3000000,Seed,"Dan Roselli, Emergent Technology Holdings, Queen City Fintech, Second Century Ventures, SixThirty CYBER",7
Tascent,https://www.crunchbase.com/organization/tascenthttp-www-tascent-com,"Biometrics, Identity Management","Los Gatos, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2015-01-01,year,,,2018-08-28,19500000,USD,19500000,Series B,19500000,USD,19500000,Early Stage Venture,"Min Aik Technology, NEC Corporation, Tano Capital",3
iSignthis,https://www.crunchbase.com/organization/isignthis,"Banking, FinTech, Identity Management, Internet, Payments","Melbourne, Victoria, Australia","Asia-Pacific (APAC), Australasia",2015-03-01,month,2012-05-11,day,2017-11-02,6500000,AUD,5014286,Post-IPO Equity,6500000,AUD,5014286,IPO,"Canaccord Genuity Group, John Karantzis, KTM Capital",3
NuID,https://www.crunchbase.com/organization/nuid-inc,"Blockchain, Cyber Security, Identity Management, Network Security, Security, Software","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2017-04-19,day,,,2018-12-13,2500000,USD,2500000,Seed,2500000,USD,2500000,Seed,"8VC, Jemison Investment Company, Kairos",3
MyEdu,https://www.crunchbase.com/organization/myedu,"Education, Employment, Identity Management, Recruiting","Austin, Texas, United States",Southern US,2009-01-01,year,2014-01-16,day,2019-03-04,20000000,USD,20000000,Venture - Series Unknown,20000000,USD,20000000,M&A,"Bain Capital Ventures, Baylor Angel Network, The University of Texas System",3
Alpin,https://www.crunchbase.com/organization/alpin,"Asset Management, Cloud Security, Cyber Security, Identity Management, IT Infrastructure, IT Management, SaaS, Security","Boulder, Colorado, United States","Greater Denver Area, Western US",2013-01-01,year,,,2018-07-26,2000000,USD,2000000,Seed,2000000,USD,2000000,Seed,"BCF Ventures, Conversion Capital, Keiretsu Capital, Rockies Venture Club, Techstars",10
Learning Machine Technologies,https://www.crunchbase.com/organization/learning-machine,"Blockchain, Education, Government, Human Resources, Identity Management, SaaS","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2017-01-01,year,,,2018-05-07,3000000,USD,3000000,Seed,3000000,USD,3000000,Seed,"Learn Capital, Omidyar Network, PTB Ventures",3
"Giant Oak, Inc",https://www.crunchbase.com/organization/giant-oak-inc,"Artificial Intelligence, Compliance, Fraud Detection, Identity Management, Machine Learning, SaaS","Arlington, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",2013-05-01,day,,,2018-10-02,10000000,USD,10000000,Venture - Series Unknown,10000000,USD,10000000,,Edison Partners,1
PopID,https://www.crunchbase.com/organization/popid,"Artificial Intelligence, Computer, Identity Management, Software","Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",2016-01-01,year,,,2019-04-19,5000000,USD,5000000,Series A,5000000,USD,5000000,Early Stage Venture,"Cali Group, Wavemaker Partners",2
CM.com,https://www.crunchbase.com/organization/cm-telecom,"Developer APIs, Enterprise Software, Identity Management, Messaging, Mobile, Mobile Payments, Security, SMS, Telecommunications","Breda, Noord-Brabant, The Netherlands",European Union (EU),1999-02-01,day,,,2017-12-15,10000000,EUR,11756199,Debt Financing,,,,,European Investment Bank (EIB),1
Unnax,https://www.crunchbase.com/organization/unnax-payment-systems-slu,"Financial Services, FinTech, Identity Management, Intelligent Systems, Payments","Barcelona, Catalonia, Spain",European Union (EU),2015-01-15,day,,,2017-10-06,1500000,EUR,1759935,Series A,1500000,EUR,1759935,Early Stage Venture,"Keyword Venture Capital, Swanlaab Venture Factory",2
ImageWare Systems,https://www.crunchbase.com/organization/imageware-systems,"Identity Management, Software","San Diego, California, United States","Greater San Diego Area, West Coast, Western US",1987-01-01,year,2003-01-10,day,2018-09-19,8900000,USD,8900000,Post-IPO Equity,8900000,USD,8900000,IPO,MDB Capital Group,1
SignalFrame,https://www.crunchbase.com/organization/the-wireless-registry,"Business Intelligence, Identity Management, Internet of Things, Location Based Services, Machine Learning","Washington, District of Columbia, United States","Washington DC Metro Area, Southern US",2013-02-15,day,,,2017-10-04,6200000,USD,6200000,Series A,6200000,USD,6200000,Early Stage Venture,"American Family Ventures, Blazar Ventures LLC, PJC, PROOF.VC",4
Echosec,https://www.crunchbase.com/organization/echosec,"Analytics, Business Intelligence, Cyber Security, Identity Management, Machine Learning, Marketing, National Security, Predictive Analytics, Security","Victoria, British Columbia, Canada",,2013-07-01,day,,,2019-04-24,2000000,CAD,1482085,Debt Financing,,,,,TIMIA Capital,1
Sedicii,https://www.crunchbase.com/organization/sedicii,"Compliance, Cyber Security, FinTech, Fraud Detection, Identity Management, Security","Waterford, Waterford, Ireland",European Union (EU),2013-01-01,year,,,2017-09-06,1050000,EUR,1252271,Seed,1050000,EUR,1252271,Seed,"EASME - EU Executive Agency for SMEs, Enterprise Ireland, Oxygen Accelerator",3
Parrable,https://www.crunchbase.com/organization/parrable,"Big Data, Identity Management, Mobile, SaaS","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2014-09-01,day,,,2017-11-01,,,,Series A,,,,Early Stage Venture,"Angel Ventures, Band of Angels, Moneta Ventures, Portfolia, Silicon Valley Growth Syndicate",8
Zighra,https://www.crunchbase.com/organization/zighra,"Artificial Intelligence, Biometrics, Enterprise Software, Identity Management, Machine Learning, Mobile","Ottawa, Ontario, Canada",Great Lakes,2016-01-01,year,,,2017-09-01,,,,Seed,,,,Seed,"Barclays Accelerator, powered by Techstars - London, MaRS Investment Accelerator Fund, SixThirty CYBER, Techstars",4
