Organization Name,Organization Name URL,Categories,Headquarters Location,Headquarters Regions,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount Currency (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount Currency (in USD),Funding Status,Top 5 Investors,Number of Investors
Tanker,https://www.crunchbase.com/organization/tanker,"Cloud Security, Developer Platform, Identity Management, PaaS, Privacy","Paris, Ile-de-France, France",European Union (EU),2015-01-01,year,,,2017-09-15,6000000,EUR,7167003,Venture - Series Unknown,6000000,EUR,7167003,,"AXA Venture Partners, EIT Digital Accelerator, Idinvest Partners, Kima Ventures, Wilco",7
NewBanking ApS,https://www.crunchbase.com/organization/newbanking,"Blockchain, Financial Services, FinTech, Identity Management","Copenhagen, Hovedstaden, Denmark","European Union (EU), Nordic Countries, Scandinavia",2015-10-01,day,,,2018-03-26,20000,USD,20000,Seed,20000,USD,20000,Seed,"Innovation Fund Denmark, Kcbl Management ApS, PreSeed Ventures, Queen City Fintech, Seed Capital",5
Arival Bank,https://www.crunchbase.com/organization/arival-bank,"Banking, Compliance, FinTech, Identity Management","Singapore, Central Region, Singapore","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2017-08-03,day,,,2018-01-15,1000000,USD,1000000,Seed,1000000,USD,1000000,Seed,,
Centrify,https://www.crunchbase.com/organization/centrify,"Identity Management, Information Technology, SaaS, Security, Software","Santa Clara, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2004-03-19,day,2018-07-10,day,2018-08-15,,,,Secondary Market,42000000,USD,42000000,M&A,"Accel, Index Ventures, Invesco, Mayfield Fund, SharesPost Investment Management",12
Keyp,https://www.crunchbase.com/organization/keyp,"B2B, Cyber Security, Identity Management, Infrastructure, IT Infrastructure","Munich, Bayern, Germany",European Union (EU),2017-03-31,day,,,2018-09-12,,,,Seed,,,,Seed,"CyLon, Startup Sesame",2
IDenfy,https://www.crunchbase.com/organization/idenfy,"Cyber Security, Identity Management, Online Portals","Kaunas, Kauno Apskritis, Lithuania",European Union (EU),2017-08-25,day,,,2019-06-15,60000,PLN,15799,Non-equity Assistance,160000,EUR,186046,Seed,StartUp HUB Poland,1
Citizen,https://www.crunchbase.com/organization/citizen,"Biometrics, Cyber Security, Enterprise Software, Identity Management, Security","London, England, United Kingdom",European Union (EU),2015-01-01,year,,,2019-01-28,800000,EUR,914376,Seed,800000,EUR,914376,Seed,"Barclays Accelerator, powered by Techstars - London, Metavallon VC, Techstars",3
Persona,https://www.crunchbase.com/organization/persona-6c13,"Identity Management, SaaS","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2015-01-26,day,,,2018-05-01,130000,USD,130000,Convertible Note,,,,,,
Loqr,https://www.crunchbase.com/organization/loqr,"Enterprise Software, Identity Management, Mobile, Security","Braga, Braga, Portugal",European Union (EU),2015-08-25,day,,,2018-03-29,1140000,EUR,1402476,Seed,1140000,EUR,1402476,Seed,"Big Start Ventures, EDP, Momentum London, REDangels, Startup Braga",6
One World Identity ('OWI'),https://www.crunchbase.com/organization/one-world-identity,"Cyber Security, FinTech, Identity Management, Internet of Things, Management Consulting, News, Professional Services, Risk Management, Social Media","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2016-01-01,year,,,2017-08-01,1500000,USD,1500000,Seed,1500000,USD,1500000,Seed,,
SEON - Fraud Prevention,https://www.crunchbase.com/organization/seon-security,"Computer, E-Commerce, Fraud Detection, Identity Management, Information Technology, Network Security, Security","Budapest, Budapest, Hungary",European Union (EU),2017-01-01,month,,,2018-02-15,500000,EUR,625145,Venture - Series Unknown,500000,EUR,625145,,"Fiedler Capital, PortfoLion",2
Pipl,https://www.crunchbase.com/organization/pipl,"Big Data, Business Intelligence, Fraud Detection, Identity Management, Search Engine","Post Falls, Idaho, United States",Western US,2005-12-05,day,,,2018-01-15,19000000,USD,19000000,Private Equity,19000000,USD,19000000,Private Equity,Israel Growth Partners,1
"Turn Technologies, Inc.",https://www.crunchbase.com/organization/turn-technologies-inc,"Artificial Intelligence, Developer APIs, Identity Management, Information Services, Internet, Legal Tech, Mobile Apps, SaaS, Software, Virtual Workforce","Chicago, Illinois, United States","Greater Chicago Area, Great Lakes, Midwestern US",2016-01-01,year,,,2019-03-01,40000,USD,40000,Venture - Series Unknown,40000,USD,40000,,Keiretsu Forum,1
jenID Solutions,https://www.crunchbase.com/organization/jenid-solutions,"Compliance, FinTech, Identity Management, Information Technology, Internet, Security, Software","Jena, Thuringen, Germany",European Union (EU),2014-05-14,day,,,2018-02-27,1025000,EUR,1253186,Series A,1025000,EUR,1253186,Early Stage Venture,bm-t beteiligungsmanagement thüringen,1
EXOCHAIN,https://www.crunchbase.com/organization/exochain-corp,"Biometrics, Biopharma, Blockchain, Clinical Trials, Electronic Health Record (EHR), FinTech, Identity Management, Internet, Legal Tech","Kennebunk, Maine, United States","East Coast, New England, Northeastern US",2017-06-01,day,,,2018-10-15,,,,Series A,,,,Early Stage Venture,,
JAYA Company,https://www.crunchbase.com/organization/jaya-company,"Artificial Intelligence, Human Computer Interaction, Identity Management, Information Technology, Machine Learning, Software","Omaha, Nebraska, United States",Midwestern US,2018-07-23,day,,,2018-10-01,300000,USD,300000,Seed,300000,USD,300000,Seed,,
Anchor ID,https://www.crunchbase.com/organization/anchor-id-inc,"Biometrics, Blockchain, Cryptocurrency, Cyber Security, Enterprise Software, Identity Management, Mobile, SaaS, Security, Software","Kingston, New York, United States","East Coast, Northeastern US",2014-01-15,day,,,2018-10-01,,,,Non-equity Assistance,300000,USD,300000,Seed,"E Squared Capital Management, Mark Roe, Plug and Play",3
Ligo,https://www.crunchbase.com/organization/ligo,"Advice, Identity Management, Legal, Legal Tech, Software","Amsterdam, Noord-Holland, The Netherlands",European Union (EU),2015-09-10,day,,,2018-08-29,500000,EUR,585480,Seed,500000,EUR,585480,Seed,,
Cambridge Blockchain,https://www.crunchbase.com/organization/cambridge-blockchain,"Blockchain, Cyber Security, Financial Services, Identity Management, Information Technology, Privacy, Software","Cambridge, Massachusetts, United States","Greater Boston Area, East Coast, New England",2015-01-01,year,,,2019-04-02,3500000,USD,3500000,Series A,3500000,USD,3500000,Early Stage Venture,"Digital Currency Group, Flourish Venture, Omidyar Network, Partech, PayPal",10
Untethered Labs,https://www.crunchbase.com/organization/untethered-labs,"Cyber Security, Identity Management, Information Technology, Security, Software, Wireless","College Park, Maryland, United States","Washington DC Metro Area, East Coast, Southern US",2015-01-01,year,,,2018-06-19,483372,USD,483372,Series A,483372,USD,483372,Early Stage Venture,"Jumpstart New Jersey Angel Network, TEDCO",2
Authoreon.io,https://www.crunchbase.com/organization/authoreon,"Blockchain, Cyber Security, Ethereum, Identity Management, Supply Chain Management","Munich, Bayern, Germany",European Union (EU),2017-03-06,day,,,2017-08-05,1250000,USD,1250000,Initial Coin Offering,1250000,USD,1250000,,,
Bamboocloud,https://www.crunchbase.com/organization/bamboocloud,"Identity Management, Software","Nanshan, Hunan, China",Asia-Pacific (APAC),,,,,2019-05-13,15000000,USD,15000000,Series B,15000000,USD,15000000,Early Stage Venture,"Fortune Venture Capital, Oriental Fortune Capital, Ziyu Capital",3
BioMetric Signature ID,https://www.crunchbase.com/organization/biometric-signature-id,"Biometrics, Identity Management, SaaS, Software","Lewisville, Texas, United States","Dallas/Fort Worth Metroplex, Southern US",1995-01-01,year,,,2018-08-09,,,,Series A,,,,Early Stage Venture,,
AppsCo Inc,https://www.crunchbase.com/organization/appsco,"Blockchain, Cloud Computing, Cyber Security, Identity Management, Internet of Things, SaaS, Security, Software","St Louis, Missouri, United States",Midwestern US,2017-02-14,day,,,2018-01-01,,,,Seed,,,,Seed,"Frode Stenberg, Geir Karlsen, Johannes Lindberg, SixThirty CYBER, Torgeir Brovold",6
Bayonet,https://www.crunchbase.com/organization/bayonet,"Analytics, Big Data, Database, E-Commerce, FinTech, Fraud Detection, Identity Management, Machine Learning, Risk Management, Security","Mexico City, Distrito Federal, Mexico",,2016-01-01,month,,,2019-01-19,300000,USD,300000,Seed,300000,USD,300000,Seed,"ArkAngeles, Avalancha Ventures, MassChallenge, Mexamerica Ventures, Soldiers Field Angels",6
Dominode,https://www.crunchbase.com/organization/dominode,"Blockchain, Identity Management, Information Technology, Mobile, Mobile Apps, Privacy","Boca Raton, Florida, United States","Greater Miami Area, East Coast, Southern US",2017-07-19,day,,,2018-01-26,1300000,USD,1300000,Angel,1300000,USD,1300000,Seed,Blockchain Ventures Corp,1
UnifyID,https://www.crunchbase.com/organization/unifyid,"Enterprise Software, Identity Management, Information Technology, Machine Learning","San Francisco, California, United States","San Francisco Bay Area, West Coast, Western US",2015-03-01,month,,,2017-08-01,20000000,USD,20000000,Series A,20000000,USD,20000000,Early Stage Venture,"Accomplice, Andreessen Horowitz, New Enterprise Associates, StartX (Stanford-StartX Fund)",4
Integrated biometrics,https://www.crunchbase.com/organization/integrated-biometrics,"Homeland Security, Identity Management","Spartanburg, South Carolina, United States","East Coast, Southern US",2002-01-01,year,,,2017-11-27,2000000,USD,2000000,Venture - Series Unknown,2000000,USD,2000000,,,
RapidID,https://www.crunchbase.com/organization/rapidid,"Artificial Intelligence, Biometrics, Identity Management, Information Technology, Internet, Machine Learning","Brisbane, Queensland, Australia","Asia-Pacific (APAC), Australasia",2015-07-01,day,,,2017-07-01,1000000,AUD,768900,Seed,1000000,AUD,768900,Seed,,
bron.tech,https://www.crunchbase.com/organization/brontech,"Blockchain, Cryptocurrency, Identity Management, Information Technology, Internet, Software Engineering","Sydney, New South Wales, Australia","Asia-Pacific (APAC), Australasia",2016-07-01,day,,,2018-01-31,66660,AUD,53724,Seed,66660,AUD,53724,Seed,"Artesian VC, BlueChilli, muru-D, Ookami Ltd",4
ProofID,https://www.crunchbase.com/organization/proofid,Identity Management,"Manchester, Manchester, United Kingdom",European Union (EU),2008-01-01,year,,,2019-02-22,3000000,GBP,3915902,Debt Financing,,,,,BOOST&Co,1
Corsha,https://www.crunchbase.com/organization/corsha,"Cyber Security, Identity Management, IT Infrastructure, Security, Software","Vienna, Virginia, United States","Washington DC Metro Area, East Coast, Southern US",2017-06-01,month,,,2018-01-01,1000000,USD,1000000,Seed,1000000,USD,1000000,Seed,"Center for Innovative Technology, David Nadwodny, Foundation Capital, TDI Ventures, LLC",4
IDnow,https://www.crunchbase.com/organization/idnow,"Identity Management, Information Technology, Internet","München, Bayern, Germany",European Union (EU),2014-01-01,year,,,2018-05-17,,,,Series B,,,,Early Stage Venture,"10x Group, BayBG, Seventure Partners, YoungBrains",4
MyDocSafe,https://www.crunchbase.com/organization/mydocsafe,"Cloud Security, Customer Service, Cyber Security, Document Management, E-Signature, Identity Management, Information Technology, Privacy, Professional Services, Security","Bedford, Bedfordshire, United Kingdom",European Union (EU),2013-01-01,year,,,2017-09-01,125000,GBP,161875,Seed,125000,GBP,161875,Seed,"CyLon, SyndicateRoom",2
HiveTracker,https://www.crunchbase.com/organization/hivetracker,"Identity Management, Logistics, Supply Chain Management","Nyon, Vaud, Switzerland",,2018-01-01,month,,,2018-04-03,500000,EUR,613948,Seed,500000,EUR,613948,Seed,"Plug and Play, Startup Braga",2
Sthaler Ltd,https://www.crunchbase.com/organization/sthaler-ltd,"Identity Management, Mobile Payments, Payments","London, England, United Kingdom",European Union (EU),2012-01-01,year,,,2019-03-05,21990,GBP,28930,Equity Crowdfunding,21990,GBP,28930,,"Blue Star Capital, Crowdcube",2
LUXLOCK,https://www.crunchbase.com/organization/luxlock,"Artificial Intelligence, Big Data, E-Commerce, Enterprise Software, Identity Management, Machine Learning, PaaS, Retail Technology, Unified Communications","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2016-10-18,day,,,2017-11-01,98500,USD,98500,Seed,98500,USD,98500,Seed,"Carl Pate, David Kemper",2
Hive.id,https://www.crunchbase.com/organization/hiveidentity,"Cyber Security, Fraud Detection, Identity Management, Internet","Los Angeles, California, United States","Greater Los Angeles Area, West Coast, Western US",2018-01-01,year,,,2019-03-25,40000,EUR,45261,Pre-Seed,40000,EUR,45261,Seed,Startup Wise Guys,1
Mofiler,https://www.crunchbase.com/organization/mofiler,"Analytics, Big Data, Developer Tools, Identity Management, Internet of Things, Mobile","Miami, Florida, United States","Greater Miami Area, East Coast, Southern US",2013-12-01,day,,,2018-05-01,275000,USD,275000,Convertible Note,,,,,NXTP Labs,1
REACH,https://www.crunchbase.com/organization/livemed,"Business Information Systems, Customer Service, Digital Signage, Enterprise Software, Identity Management, Information Services, SaaS","Palo Alto, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2015-01-01,day,,,2018-04-23,3500000,USD,3500000,Series A,3500000,USD,3500000,Early Stage Venture,"David Litvak, Eddy Shalev, Kaplan, Naim & Co. Ltd., NFX, UpWest Labs",9
Ultra Auth,https://www.crunchbase.com/organization/deauthorized,"Biometrics, Cyber Security, Identity Management, Information Technology, SaaS, Software","Austin, Texas, United States",Southern US,2017-08-01,month,,,2017-10-04,40000,USD,40000,Pre-Seed,40000,USD,40000,Seed,,
eFirma.com,https://www.crunchbase.com/organization/firmale-com,"Big Data, Consulting, Document Management, E-Signature, Government, Identity Management, Internet, Software","Mexico City, Distrito Federal, Mexico",,2015-11-01,month,,,2017-12-10,1300000,MXN,68594,Pre-Seed,1300000,MXN,68594,Seed,Lightcone Group,1
iNVend,https://www.crunchbase.com/organization/invend,"Homeland Security, Identity Management, Security","Moscow, Moscow City, Russian Federation",,,,,,2018-03-20,9000000,RUB,156416,Seed,9000000,RUB,156416,Seed,"Mikhail Chuchkevich, Moscow Seed Fund",2
norbloc,https://www.crunchbase.com/organization/norbloc,"Banking, Blockchain, Business Information Systems, Compliance, FinTech, Identity Management","Stockholm, Stockholms Lan, Sweden","European Union (EU), Nordic Countries, Scandinavia",2016-06-01,month,,,2018-11-01,,,,Non-equity Assistance,1600000,USD,1600000,Seed,"DIFC FinTech Hive, Digital Currency Group, Inbox Capital, Marathon Venture Capital, Otiva",6
PrivyID,https://www.crunchbase.com/organization/privyid,"Digital Signage, Identity Management","Kedoya Selatan, Jakarta Raya, Indonesia","Asia-Pacific (APAC), Association of Southeast Asian Nations (ASEAN), Southeast Asia",2016-01-01,year,,,2018-03-29,3000000,USD,3000000,Series A,3000000,USD,3000000,Early Stage Venture,"Gunung Sewu Group, Mahanusa Capital, Mandiri Capital Indonesia (MCI), MDI Ventures",4
IAME,https://www.crunchbase.com/organization/iame,"Blockchain, Compliance, Identity Management, Information Technology, Software","Quatre Bornes, Plaines Wilhems, Mauritius",,2017-07-30,day,,,2018-02-03,100000,USD,100000,Seed,100000,USD,100000,Seed,"Jonathan Evrard, Ka'resh Eswar",2
SafeSurv,https://www.crunchbase.com/organization/safesurv,"Big Data, Event Management, Food and Beverage, Hospitality, Identity Management, Internet of Things, SaaS","Nashville, Tennessee, United States",Southern US,2016-03-16,day,,,2018-05-20,100000,USD,100000,Seed,100000,USD,100000,Seed,Martha Kosa,1
NoPassword,https://www.crunchbase.com/organization/wiacts,"Cyber Security, Enterprise Applications, Enterprise Software, Identity Management, Information Technology","Sunnyvale, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2014-03-24,day,,,2018-05-24,,,,Seed,,,,Seed,"Gert Gremes, GVA Capital, GVA Vestor.in, Plug and Play",4
Parachute8 Inc.,https://www.crunchbase.com/organization/parachute8-inc,"Blockchain, Identity Management, Information Technology, Privacy, Security","Salida, Colorado, United States",Western US,2017-11-09,day,,,2018-03-31,50000,USD,50000,Seed,50000,USD,50000,Seed,unknown  ,1
Everproof,https://www.crunchbase.com/organization/everproof,"Identity Management, SaaS","Collingwood, Victoria, Australia","Asia-Pacific (APAC), Australasia",2015-01-01,year,,,2018-02-20,1500000,AUD,1182102,Seed,1500000,AUD,1182102,Seed,"Allectus Capital, Reinventure Group",2
Scanovate,https://www.crunchbase.com/organization/scanovate,"B2B, B2C, Biometrics, Financial Services, Hardware, Identity Management, Mobile Devices, Printing, Software","Ramat Gan, Tel Aviv, Israel",,2015-01-15,day,,,2018-04-16,,,,Series A,,,,Early Stage Venture,Global Fintech Solutions,1
Micromoney International,https://www.crunchbase.com/organization/micromoney-empire,"Bitcoin, Credit Bureau, Financial Services, Identity Management, Lending","Mahé, Beau Vallon, Seychelles",,2015-08-28,day,,,2017-10-18,5000000,USD,5000000,Initial Coin Offering,5000000,USD,5000000,,"Anton Dzyatkovskiy, Grand Corporation Osaka, Nagata Tetsuji, Oknha Sorn Sokna",4
Semperis,https://www.crunchbase.com/organization/semperis,"Cyber Security, Identity Management, Information Technology","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2013-04-15,day,,,2017-08-14,,,,Series A,,,,Early Stage Venture,"Maverick Ventures Israel, Microsoft Accelerator, Microsoft ScaleUp Tel Aviv, Mindset Ventures, World Trade Ventures (WTV)",9
Smile Identity,https://www.crunchbase.com/organization/smile-identity,"Apps, Identity Management, Machine Learning","Oakland, California, United States","San Francisco Bay Area, West Coast, Western US",2017-01-01,year,,,2018-04-09,,,,Seed,,,,Seed,"500 Startups, Catalyst Fund, Savannah Fund, Susa Ventures, ValueStream Ventures",8
GuestOf,https://www.crunchbase.com/organization/guestof,"Hardware, Identity Management, Internet of Things, PaaS, Real Estate, SaaS, Security, Software","Philadelphia, Pennsylvania, United States","Greater Philadelphia Area, Great Lakes, Northeastern US",2016-02-15,day,,,2018-03-31,,,,Non-equity Assistance,,,,,"Ben Franklin Technology Partners of Southeastern Pennsylvania, ic@3401, NextFab",3
Pinn,https://www.crunchbase.com/organization/debitforward,"Artificial Intelligence, Computer, Cyber Security, Identity Management, Software","Redwood City, California, United States","San Francisco Bay Area, Silicon Valley, West Coast",2015-07-01,day,,,2017-10-31,,,,Seed,,,,Seed,"BootstrapLabs, Green Egg Ventures, NewDo Venture, Pen King, Story Ventures",6
Blockchain HELIX AG,https://www.crunchbase.com/organization/blockchain-helix-ag,"Bitcoin, Cryptocurrency, Cyber Security, FinTech, Human Computer Interaction, Identity Management, Information Technology","Frankfurt, Hessen, Germany",European Union (EU),2016-03-01,month,,,2019-05-07,,,,Venture - Series Unknown,,,,,FinLab,1
iWelcome,https://www.crunchbase.com/organization/iwelcome,"Enterprise Software, Identity Management, Security","Amersfoort, Utrecht, The Netherlands",European Union (EU),2011-02-01,day,,,2017-11-27,,,,Series C,,,,Late Stage Venture,"Capnamic Ventures, Connected Capital, Filsa Capital, Newion Investments, PPM Oost NV",5
ID-Pal,https://www.crunchbase.com/organization/id-pal,"Compliance, FinTech, Identity Management, Mobile, Mobile Apps, SaaS","Dublin, Dublin, Ireland",European Union (EU),2016-01-01,year,,,2017-09-01,,,,Venture - Series Unknown,,,,,Fintech71,1
Ubisecure,https://www.crunchbase.com/organization/ubisecure,"Cloud Security, Cyber Security, Enterprise Software, Identity Management, Privacy","Espoo, Southern Finland, Finland","European Union (EU), Nordic Countries, Scandinavia",2002-01-01,year,,,2018-05-17,,,,Series A,,,,Early Stage Venture,"Base 10 Ventures, Octopus Investments",2
Lifekee,https://www.crunchbase.com/organization/lifekee,"Contact Management, Identity Management, Mobile Apps, SaaS","Hallandale, Florida, United States","Greater Miami Area, East Coast, Southern US",2016-02-16,day,,,2019-02-11,,,,Seed,,,,Seed,"Katalyst.Ventures, KiwiTech, Visionnaire Ventures",3
RIDDLE&CODE - The Blockchain Interface Company,https://www.crunchbase.com/organization/riddle-code,"Bitcoin, Cryptocurrency, Cyber Security, Database, Hardware, Identity Management, Software","Vienna, Wien, Austria",European Union (EU),2015-01-01,day,,,2017-11-02,,,,Series A,,,,Early Stage Venture,,
Metadium,https://www.crunchbase.com/organization/metadium,"Blockchain, Identity Management, Information Technology, Internet","Seoul, Seoul-t'ukpyolsi, South Korea",Asia-Pacific (APAC),2018-01-31,day,,,2018-05-01,,,,Initial Coin Offering,,,,,"Block Crafters Capital, Connect Capital, JLAB | JD capital",3
KABN,https://www.crunchbase.com/organization/crypto-kabn,"Blockchain, Financial Services, Identity Management","Vancouver, British Columbia, Canada",,2018-01-01,month,,,2018-01-08,,,,Seed,,,,Seed,,
IRIS Payment Solutions,https://www.crunchbase.com/organization/iris-payment-solutions,"Biometrics, Cryptocurrency, Financial Services, FinTech, Identity Management","London, England, United Kingdom",European Union (EU),2017-11-01,month,,,2019-01-01,,,,Seed,,,,Seed,,
KeySupreme,https://www.crunchbase.com/organization/keysupreme,"Cloud Computing, Computer, Cyber Security, Identity Management, IT Infrastructure, Quantum Computing, Security, Software","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2015-01-01,year,,,2018-03-30,,,,Non-equity Assistance,,,,,,
VivoKey Technologies,https://www.crunchbase.com/organization/vivokey-technologies,"Cyber Security, Identity Management","Seattle, Washington, United States","Greater Seattle Area, West Coast, Western US",2017-12-01,day,,,2017-12-22,,,,Seed,,,,Seed,"RebelBio, SOSV",2
Groove.id,https://www.crunchbase.com/organization/groove-id,"Biometrics, Cloud Security, Identity Management, SaaS, Security","Austin, Texas, United States",Southern US,2017-05-08,day,,,2018-06-30,,,,Seed,,,,Seed,"Counterview Capital, Joe Malcoun",2
AadhaarAPI,https://www.crunchbase.com/organization/aadhaarapi,"Identity Management, Information Technology, Security","Pune, Maharashtra, India",Asia-Pacific (APAC),2016-01-01,year,,,2017-11-02,,,,Angel,,,,Seed,"Anoop Mathur, Kalpana Maniar, Sanjay Mehta",3
Gataca,https://www.crunchbase.com/organization/gataca-4a8f,"Blockchain, FinTech, Identity Management, Mobile, SaaS, Software","Boston, Massachusetts, United States","Greater Boston Area, East Coast, New England",2018-01-01,year,,,2018-09-08,,,,Non-equity Assistance,,,,,MIT delta v,1
Trustdock,https://www.crunchbase.com/organization/trustdock,Identity Management,"Tokyo, Tokyo, Japan",Asia-Pacific (APAC),,,,,2018-05-24,,,,Seed,,,,Seed,500 Startups,1
SoT - Security of Things,https://www.crunchbase.com/organization/sot-security-of-things,"Analytics, Artificial Intelligence, Blockchain, Cyber Security, Government, Identity Management, Intellectual Property, Internet of Things, Machine Learning, National Security, Product Research, Security","New York, New York, United States","Greater New York Area, East Coast, Northeastern US",2016-05-01,day,,,2018-01-01,,,,Seed,,,,Seed,Jason Burr,1
Keybe INC,https://www.crunchbase.com/organization/keybe-inc,"Artificial Intelligence, FinTech, Identity Management, Machine Learning, Marketing","Miami, Florida, United States","Greater Miami Area, East Coast, Southern US",2017-05-01,day,,,2017-09-01,,,,Pre-Seed,,,,Seed,,
WhoFinder.com,https://www.crunchbase.com/organization/whofinder-com,"Advertising, Big Data, Consumer Research, Identity Management, Market Research, Search Engine","Scottsdale, Arizona, United States","Greater Phoenix Area, Western US",2017-01-01,year,,,2017-12-20,,,,Undisclosed,,,,,,
